school_id,year,state,district,school_type,location,management,enrollment_boys,enrollment_girls,total_enrollment,num_teachers,pupil_teacher_ratio,num_classrooms,has_electricity,has_drinking_water,has_toilet_boys,has_toilet_girls,has_library,has_computer_lab,has_playground,has_boundary_wall,infrastructure_score,gender_parity_index,dropout_rate_boys,dropout_rate_girls,avg_dropout_rate,dropout_risk
SCH00781,2022,Himachal Pradesh,Himachal Pradesh_District_4,Higher Secondary,Rural,Private,181,146,327,8,40.88,8,0,1,0,1,1,0,1,1,0.625,0.807,13.89,15.11,14.5,Medium
SCH00781,2023,Himachal Pradesh,Himachal Pradesh_District_4,Higher Secondary,Rural,Private,149,156,305,9,33.89,6,1,1,1,1,0,0,1,1,0.75,1.047,19.38,15.25,17.31,Medium
SCH00781,2024,Himachal Pradesh,Himachal Pradesh_District_4,Higher Secondary,Rural,Private,165,141,306,9,34.0,7,1,1,1,0,1,1,0,1,0.75,0.855,16.69,26.8,21.74,High
SCH00782,2022,Manipur,Manipur_District_1,Primary,Rural,Government,371,400,771,23,33.52,22,1,1,1,1,1,0,0,0,0.625,1.078,20.96,19.53,20.25,High
SCH00782,2023,Manipur,Manipur_District_1,Primary,Rural,Government,431,372,803,22,36.5,21,1,1,1,1,0,0,1,1,0.75,0.863,24.85,23.83,24.34,High
SCH00782,2024,Manipur,Manipur_District_1,Primary,Rural,Government,404,335,739,26,28.42,21,0,1,0,1,1,1,0,1,0.625,0.829,12.73,15.54,14.13,Medium
SCH00783,2022,Kerala,Kerala_District_5,Primary,Urban,Government,109,87,196,5,39.2,4,1,1,0,1,1,0,0,1,0.625,0.798,5.63,3.71,4.67,Low
SCH00783,2023,Kerala,Kerala_District_5,Primary,Urban,Government,96,84,180,4,45.0,4,1,1,1,1,0,0,1,0,0.625,0.875,18.69,19.23,18.96,Medium
SCH00783,2024,Kerala,Kerala_District_5,Primary,Urban,Government,99,80,179,4,44.75,5,1,1,1,1,1,1,1,1,1.0,0.808,13.25,13.5,13.37,Medium
SCH00784,2022,Manipur,Manipur_District_2,Secondary,Rural,Government,370,364,734,24,30.58,19,1,1,1,1,1,0,1,0,0.75,0.984,8.31,4.59,6.45,Low
SCH00784,2023,Manipur,Manipur_District_2,Secondary,Rural,Government,371,386,757,21,36.05,17,0,1,1,1,1,0,1,0,0.625,1.04,21.22,21.91,21.57,High
SCH00784,2024,Manipur,Manipur_District_2,Secondary,Rural,Government,352,396,748,19,39.37,18,1,1,1,1,1,0,1,1,0.875,1.125,24.93,21.21,23.07,High
SCH00785,2022,Jharkhand,Jharkhand_District_1,Higher Secondary,Rural,Private,27,26,53,2,26.5,3,0,1,1,1,0,0,1,0,0.5,0.963,23.28,26.75,25.01,High
SCH00785,2023,Jharkhand,Jharkhand_District_1,Higher Secondary,Rural,Private,22,27,49,3,16.33,3,0,0,1,0,0,0,0,0,0.125,1.227,22.71,30.66,26.69,High
SCH00785,2024,Jharkhand,Jharkhand_District_1,Higher Secondary,Rural,Private,28,30,58,3,19.33,3,0,1,0,0,0,1,1,1,0.5,1.071,25.44,35.83,30.63,High
SCH00786,2022,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Government,199,204,403,11,36.64,12,1,1,1,1,1,0,1,1,0.875,1.025,31.07,30.85,30.96,High
SCH00786,2023,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Government,237,187,424,12,35.33,12,0,1,1,1,0,0,1,1,0.625,0.789,19.86,18.83,19.35,Medium
SCH00786,2024,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Government,199,205,404,11,36.73,10,0,1,0,1,1,0,0,0,0.375,1.03,17.25,12.47,14.86,Medium
SCH00787,2022,Chhattisgarh,Chhattisgarh_District_5,Primary,Rural,Government,417,329,746,23,32.43,15,1,1,1,1,1,0,1,1,0.875,0.789,0.34,0.0,0.17,Low
SCH00787,2023,Chhattisgarh,Chhattisgarh_District_5,Primary,Rural,Government,423,311,734,22,33.36,19,0,1,1,1,1,0,1,1,0.75,0.735,17.72,18.02,17.87,Medium
SCH00787,2024,Chhattisgarh,Chhattisgarh_District_5,Primary,Rural,Government,320,343,663,22,30.14,17,1,1,1,0,1,0,1,1,0.75,1.072,17.73,29.2,23.46,High
SCH00788,2022,Madhya Pradesh,Madhya Pradesh_District_1,Upper Primary,Rural,Private,330,365,695,20,34.75,15,1,1,1,1,1,0,1,1,0.875,1.106,17.61,14.95,16.28,Medium
SCH00788,2023,Madhya Pradesh,Madhya Pradesh_District_1,Upper Primary,Rural,Private,426,331,757,17,44.53,19,0,1,0,0,0,0,1,1,0.375,0.777,25.63,36.52,31.08,High
SCH00788,2024,Madhya Pradesh,Madhya Pradesh_District_1,Upper Primary,Rural,Private,377,393,770,21,36.67,15,1,1,0,0,1,0,0,1,0.5,1.042,16.98,23.11,20.05,High
SCH00789,2022,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Rural,Government,132,118,250,8,31.25,7,0,1,1,1,1,0,1,1,0.75,0.894,20.14,20.4,20.27,High
SCH00789,2023,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Rural,Government,138,135,273,10,27.3,6,1,1,1,1,0,0,0,1,0.625,0.978,10.19,6.86,8.53,Low
SCH00789,2024,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Rural,Government,139,121,260,7,37.14,7,1,1,1,0,1,0,1,0,0.625,0.871,5.06,10.12,7.59,Low
SCH00790,2022,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Aided,417,328,745,18,41.39,15,1,1,0,0,1,1,0,1,0.625,0.787,21.81,35.29,28.55,High
SCH00790,2023,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Aided,338,422,760,21,36.19,15,0,1,1,0,1,0,1,0,0.5,1.249,13.39,22.72,18.06,Medium
SCH00790,2024,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Aided,355,348,703,20,35.15,16,1,1,1,1,1,0,1,1,0.875,0.98,16.56,16.56,16.56,Medium
SCH00791,2022,Rajasthan,Rajasthan_District_2,Secondary,Rural,Aided,179,171,350,9,38.89,7,1,1,1,1,0,0,1,1,0.75,0.955,21.58,16.65,19.12,Medium
SCH00791,2023,Rajasthan,Rajasthan_District_2,Secondary,Rural,Aided,183,157,340,11,30.91,10,0,1,1,1,1,0,1,0,0.625,0.858,18.86,14.71,16.78,Medium
SCH00791,2024,Rajasthan,Rajasthan_District_2,Secondary,Rural,Aided,192,171,363,12,30.25,7,1,1,1,1,1,0,0,1,0.75,0.891,11.33,8.51,9.92,Low
SCH00792,2022,Uttarakhand,Uttarakhand_District_2,Primary,Urban,Government,302,308,610,18,33.89,13,1,1,1,0,0,1,1,0,0.625,1.02,2.94,8.82,5.88,Low
SCH00792,2023,Uttarakhand,Uttarakhand_District_2,Primary,Urban,Government,292,275,567,15,37.8,14,1,1,1,1,0,1,1,0,0.75,0.942,18.67,16.67,17.67,Medium
SCH00792,2024,Uttarakhand,Uttarakhand_District_2,Primary,Urban,Government,293,288,581,17,34.18,12,1,1,1,1,0,0,1,1,0.75,0.983,0.0,0.0,0.0,Low
SCH00793,2022,Karnataka,Karnataka_District_2,Upper Primary,Rural,Government,171,201,372,8,46.5,11,1,1,1,1,0,0,0,0,0.5,1.175,13.69,12.04,12.86,Medium
SCH00793,2023,Karnataka,Karnataka_District_2,Upper Primary,Rural,Government,178,179,357,10,35.7,7,1,1,1,1,0,1,1,1,0.875,1.006,13.96,10.57,12.26,Medium
SCH00793,2024,Karnataka,Karnataka_District_2,Upper Primary,Rural,Government,215,211,426,10,42.6,8,1,1,1,0,1,0,0,1,0.625,0.981,18.71,29.68,24.19,High
SCH00794,2022,Andhra Pradesh,Andhra Pradesh_District_4,Secondary,Rural,Government,87,76,163,4,40.75,3,1,1,1,0,1,0,1,1,0.75,0.874,36.52,46.06,41.29,High
SCH00794,2023,Andhra Pradesh,Andhra Pradesh_District_4,Secondary,Rural,Government,74,78,152,4,38.0,3,1,1,1,1,0,1,1,0,0.75,1.054,25.01,27.29,26.15,High
SCH00794,2024,Andhra Pradesh,Andhra Pradesh_District_4,Secondary,Rural,Government,72,77,149,3,49.67,4,0,1,1,0,0,0,1,1,0.5,1.069,17.67,27.94,22.81,High
SCH00795,2022,West Bengal,West Bengal_District_4,Higher Secondary,Rural,Government,301,305,606,23,26.35,13,0,0,1,0,0,0,1,1,0.375,1.013,12.63,22.22,17.42,Medium
SCH00795,2023,West Bengal,West Bengal_District_4,Higher Secondary,Rural,Government,246,311,557,21,26.52,12,1,1,1,0,1,0,0,1,0.625,1.264,20.26,32.54,26.4,High
SCH00795,2024,West Bengal,West Bengal_District_4,Higher Secondary,Rural,Government,283,268,551,26,21.19,12,1,1,1,1,0,1,1,0,0.75,0.947,9.72,8.26,8.99,Low
SCH00796,2022,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Government,411,336,747,25,29.88,19,1,1,1,1,1,1,0,1,0.875,0.818,13.95,12.95,13.45,Medium
SCH00796,2023,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Government,362,389,751,24,31.29,18,0,1,1,1,0,0,1,1,0.625,1.075,16.34,11.62,13.98,Medium
SCH00796,2024,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Government,348,418,766,27,28.37,23,1,1,1,1,1,1,0,0,0.75,1.201,14.38,12.3,13.34,Medium
SCH00797,2022,Assam,Assam_District_1,Secondary,Rural,Government,329,325,654,13,50.31,14,1,0,1,1,0,0,1,1,0.625,0.988,25.98,23.35,24.66,High
SCH00797,2023,Assam,Assam_District_1,Secondary,Rural,Government,250,295,545,13,41.92,14,1,1,1,1,0,1,1,1,0.875,1.18,9.66,6.16,7.91,Low
SCH00797,2024,Assam,Assam_District_1,Secondary,Rural,Government,308,311,619,17,36.41,14,1,1,0,1,0,0,1,1,0.625,1.01,24.48,23.08,23.78,High
SCH00798,2022,Maharashtra,Maharashtra_District_5,Higher Secondary,Urban,Government,184,223,407,13,31.31,13,0,1,1,1,1,1,1,0,0.75,1.212,4.52,0.0,2.26,Low
SCH00798,2023,Maharashtra,Maharashtra_District_5,Higher Secondary,Urban,Government,223,197,420,12,35.0,9,1,1,0,1,0,1,1,0,0.625,0.883,10.9,6.79,8.85,Low
SCH00798,2024,Maharashtra,Maharashtra_District_5,Higher Secondary,Urban,Government,219,192,411,13,31.62,10,1,1,1,0,1,0,0,0,0.5,0.877,12.93,22.36,17.65,Medium
SCH00799,2022,Tripura,Tripura_District_4,Higher Secondary,Rural,Private,146,166,312,8,39.0,8,0,1,1,1,1,0,1,1,0.75,1.137,17.9,19.52,18.71,Medium
SCH00799,2023,Tripura,Tripura_District_4,Higher Secondary,Rural,Private,147,147,294,11,26.73,8,0,1,1,0,0,0,1,0,0.375,1.0,25.97,34.91,30.44,High
SCH00799,2024,Tripura,Tripura_District_4,Higher Secondary,Rural,Private,165,188,353,9,39.22,11,0,1,1,1,1,0,1,1,0.75,1.139,20.18,19.49,19.84,Medium
SCH00800,2022,Jammu and Kashmir,Jammu and Kashmir_District_3,Higher Secondary,Rural,Private,66,67,133,4,33.25,3,1,1,1,1,1,0,1,1,0.875,1.015,25.5,26.87,26.19,High
SCH00800,2023,Jammu and Kashmir,Jammu and Kashmir_District_3,Higher Secondary,Rural,Private,82,78,160,5,32.0,3,1,1,0,1,1,1,1,1,0.875,0.951,7.69,4.13,5.91,Low
SCH00800,2024,Jammu and Kashmir,Jammu and Kashmir_District_3,Higher Secondary,Rural,Private,89,75,164,5,32.8,4,1,1,0,1,0,0,1,0,0.5,0.843,10.89,12.02,11.45,Medium
SCH00801,2022,Chhattisgarh,Chhattisgarh_District_5,Primary,Urban,Government,105,88,193,3,64.33,4,0,1,1,1,1,0,0,1,0.625,0.838,34.42,33.65,34.03,High
SCH00801,2023,Chhattisgarh,Chhattisgarh_District_5,Primary,Urban,Government,103,93,196,3,65.33,5,1,1,1,0,1,0,0,1,0.625,0.903,10.82,19.38,15.1,Medium
SCH00801,2024,Chhattisgarh,Chhattisgarh_District_5,Primary,Urban,Government,96,102,198,3,66.0,4,1,1,0,1,1,1,1,1,0.875,1.062,15.94,13.18,14.56,Medium
SCH00802,2022,Tripura,Tripura_District_4,Upper Primary,Rural,Government,81,80,161,4,40.25,4,1,0,0,1,0,1,1,0,0.5,0.988,24.63,27.12,25.87,High
SCH00802,2023,Tripura,Tripura_District_4,Upper Primary,Rural,Government,70,65,135,4,33.75,3,1,1,1,1,1,0,1,0,0.75,0.929,16.26,15.69,15.98,Medium
SCH00802,2024,Tripura,Tripura_District_4,Upper Primary,Rural,Government,80,83,163,3,54.33,4,1,1,0,1,1,1,1,1,0.875,1.038,18.23,16.23,17.23,Medium
SCH00803,2022,Telangana,Telangana_District_1,Primary,Rural,Government,144,141,285,10,28.5,7,1,1,1,0,1,1,0,0,0.625,0.979,28.8,38.91,33.86,High
SCH00803,2023,Telangana,Telangana_District_1,Primary,Rural,Government,146,154,300,8,37.5,8,0,0,1,1,0,0,0,1,0.375,1.055,32.77,30.08,31.42,High
SCH00803,2024,Telangana,Telangana_District_1,Primary,Rural,Government,142,139,281,8,35.12,8,1,1,0,1,1,0,0,0,0.5,0.979,37.33,44.63,40.98,High
SCH00804,2022,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Rural,Private,86,88,174,5,34.8,4,1,1,1,0,1,0,1,1,0.75,1.023,20.49,29.84,25.17,High
SCH00804,2023,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Rural,Private,78,92,170,5,34.0,5,0,1,1,1,1,0,1,1,0.75,1.179,0.0,0.0,0.0,Low
SCH00804,2024,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Rural,Private,89,100,189,4,47.25,4,0,1,1,1,0,0,1,1,0.625,1.124,24.29,24.3,24.29,High
SCH00805,2022,Gujarat,Gujarat_District_2,Secondary,Urban,Private,97,88,185,6,30.83,6,0,0,0,1,1,0,1,1,0.5,0.907,18.65,17.09,17.87,Medium
SCH00805,2023,Gujarat,Gujarat_District_2,Secondary,Urban,Private,88,85,173,5,34.6,4,1,1,1,1,0,0,1,1,0.75,0.966,0.0,0.0,0.0,Low
SCH00805,2024,Gujarat,Gujarat_District_2,Secondary,Urban,Private,90,89,179,5,35.8,4,1,1,1,1,1,0,1,1,0.875,0.989,32.34,34.26,33.3,High
SCH00806,2022,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Private,378,432,810,21,38.57,21,0,0,1,1,0,1,0,0,0.375,1.143,26.56,21.98,24.27,High
SCH00806,2023,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Private,367,406,773,21,36.81,21,0,1,1,1,1,1,1,0,0.75,1.106,17.26,13.5,15.38,Medium
SCH00806,2024,Himachal Pradesh,Himachal Pradesh_District_3,Upper Primary,Rural,Private,362,392,754,17,44.35,16,1,1,1,1,1,0,1,1,0.875,1.083,7.88,3.95,5.92,Low
SCH00807,2022,Jharkhand,Jharkhand_District_2,Upper Primary,Rural,Government,44,54,98,3,32.67,3,1,0,1,1,1,0,1,0,0.625,1.227,21.59,22.98,22.29,High
SCH00807,2023,Jharkhand,Jharkhand_District_2,Upper Primary,Rural,Government,48,48,96,3,32.0,3,0,1,1,1,0,1,0,1,0.625,1.0,11.63,8.41,10.02,Medium
SCH00807,2024,Jharkhand,Jharkhand_District_2,Upper Primary,Rural,Government,51,45,96,3,32.0,3,1,1,1,1,1,0,1,1,0.875,0.882,11.24,10.65,10.94,Medium
SCH00808,2022,Himachal Pradesh,Himachal Pradesh_District_1,Higher Secondary,Rural,Government,91,100,191,4,47.75,4,1,0,0,1,1,0,1,1,0.625,1.099,25.8,24.89,25.35,High
SCH00808,2023,Himachal Pradesh,Himachal Pradesh_District_1,Higher Secondary,Rural,Government,99,89,188,4,47.0,4,0,1,1,1,1,0,1,1,0.75,0.899,21.28,18.32,19.8,Medium
SCH00808,2024,Himachal Pradesh,Himachal Pradesh_District_1,Higher Secondary,Rural,Government,95,83,178,3,59.33,4,1,1,1,0,1,0,1,1,0.75,0.874,18.55,26.74,22.65,High
SCH00809,2022,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Aided,253,258,511,17,30.06,10,0,1,1,0,1,0,1,0,0.5,1.02,18.09,28.43,23.26,High
SCH00809,2023,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Aided,280,305,585,19,30.79,16,1,1,1,1,0,0,0,0,0.5,1.089,34.05,31.66,32.86,High
SCH00809,2024,Sikkim,Sikkim_District_2,Higher Secondary,Rural,Aided,274,282,556,15,37.07,14,0,1,1,1,0,1,1,1,0.75,1.029,11.53,10.53,11.03,Medium
SCH00810,2022,Sikkim,Sikkim_District_1,Secondary,Rural,Private,97,114,211,6,35.17,5,1,1,1,1,1,1,1,0,0.875,1.175,17.26,18.77,18.02,Medium
SCH00810,2023,Sikkim,Sikkim_District_1,Secondary,Rural,Private,104,92,196,6,32.67,4,1,0,1,1,0,0,0,1,0.5,0.885,20.93,20.88,20.9,High
SCH00810,2024,Sikkim,Sikkim_District_1,Secondary,Rural,Private,88,107,195,6,32.5,4,1,1,1,1,1,0,0,0,0.625,1.216,9.88,5.94,7.91,Low
SCH00811,2022,Assam,Assam_District_2,Higher Secondary,Rural,Government,315,270,585,19,30.79,12,1,0,1,1,0,1,1,1,0.75,0.857,27.01,30.73,28.87,High
SCH00811,2023,Assam,Assam_District_2,Higher Secondary,Rural,Government,287,318,605,15,40.33,12,1,1,1,0,0,1,1,0,0.625,1.108,9.35,15.47,12.41,Medium
SCH00811,2024,Assam,Assam_District_2,Higher Secondary,Rural,Government,346,290,636,17,37.41,13,1,1,1,1,1,0,1,1,0.875,0.838,15.08,16.29,15.69,Medium
SCH00812,2022,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Rural,Government,34,30,64,3,21.33,3,1,1,1,1,0,0,1,1,0.75,0.882,17.42,15.36,16.39,Medium
SCH00812,2023,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Rural,Government,34,34,68,2,34.0,3,0,1,1,0,1,1,0,1,0.625,1.0,6.37,12.91,9.64,Low
SCH00812,2024,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Rural,Government,34,35,69,2,34.5,3,0,1,0,1,1,0,1,0,0.5,1.029,9.86,5.0,7.43,Low
SCH00813,2022,Meghalaya,Meghalaya_District_2,Secondary,Rural,Aided,233,231,464,17,27.29,14,0,0,1,1,1,1,0,1,0.625,0.991,7.48,5.16,6.32,Low
SCH00813,2023,Meghalaya,Meghalaya_District_2,Secondary,Rural,Aided,250,250,500,18,27.78,12,0,1,1,1,1,0,1,0,0.625,1.0,8.4,5.6,7.0,Low
SCH00813,2024,Meghalaya,Meghalaya_District_2,Secondary,Rural,Aided,246,270,516,14,36.86,16,0,1,0,1,1,0,1,1,0.625,1.098,16.73,18.33,17.53,Medium
SCH00814,2022,Kerala,Kerala_District_1,Primary,Urban,Government,191,187,378,9,42.0,8,1,1,1,1,1,0,1,1,0.875,0.979,20.36,16.65,18.51,Medium
SCH00814,2023,Kerala,Kerala_District_1,Primary,Urban,Government,171,172,343,11,31.18,11,0,1,1,1,0,0,1,1,0.625,1.006,3.92,0.0,1.96,Low
SCH00814,2024,Kerala,Kerala_District_1,Primary,Urban,Government,141,185,326,9,36.22,7,1,1,1,1,1,1,1,0,0.875,1.312,9.08,7.39,8.24,Low
SCH00815,2022,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Urban,Government,120,122,242,6,40.33,8,1,0,1,1,1,1,1,1,0.875,1.017,9.17,5.12,7.14,Low
SCH00815,2023,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Urban,Government,111,99,210,6,35.0,4,1,1,1,1,0,0,0,1,0.625,0.892,3.69,0.0,1.84,Low
SCH00815,2024,Himachal Pradesh,Himachal Pradesh_District_3,Primary,Urban,Government,116,121,237,5,47.4,5,0,0,1,1,0,1,1,0,0.5,1.043,31.58,35.85,33.71,High
SCH00816,2022,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Private,368,322,690,17,40.59,22,1,1,0,0,1,0,0,1,0.5,0.875,17.49,23.81,20.65,High
SCH00816,2023,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Private,328,310,638,20,31.9,18,1,1,1,0,0,1,1,0,0.625,0.945,16.12,24.03,20.07,High
SCH00816,2024,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Private,329,365,694,22,31.55,19,1,1,1,1,1,0,1,0,0.75,1.109,4.28,0.0,2.14,Low
SCH00817,2022,Rajasthan,Rajasthan_District_2,Secondary,Rural,Government,402,339,741,29,25.55,20,1,1,1,1,1,1,1,1,1.0,0.843,10.09,10.07,10.08,Medium
SCH00817,2023,Rajasthan,Rajasthan_District_2,Secondary,Rural,Government,339,443,782,28,27.93,22,1,1,0,0,0,1,0,0,0.375,1.307,7.92,15.34,11.63,Medium
SCH00817,2024,Rajasthan,Rajasthan_District_2,Secondary,Rural,Government,399,396,795,27,29.44,17,1,1,1,1,1,0,1,1,0.875,0.992,1.08,0.0,0.54,Low
SCH00818,2022,Maharashtra,Maharashtra_District_4,Secondary,Urban,Government,264,209,473,10,47.3,10,1,1,0,1,1,0,1,0,0.625,0.792,9.16,9.53,9.35,Low
SCH00818,2023,Maharashtra,Maharashtra_District_4,Secondary,Urban,Government,220,228,448,11,40.73,13,1,1,1,0,0,1,0,1,0.625,1.036,0.73,5.75,3.24,Low
SCH00818,2024,Maharashtra,Maharashtra_District_4,Secondary,Urban,Government,267,199,466,10,46.6,12,1,1,1,1,1,1,1,1,1.0,0.745,7.58,6.15,6.86,Low
SCH00819,2022,Chhattisgarh,Chhattisgarh_District_1,Primary,Rural,Private,147,162,309,9,34.33,10,1,1,1,1,1,0,1,0,0.75,1.102,20.99,17.32,19.16,Medium
SCH00819,2023,Chhattisgarh,Chhattisgarh_District_1,Primary,Rural,Private,129,136,265,10,26.5,6,0,0,1,1,1,1,0,1,0.625,1.054,29.05,33.94,31.5,High
SCH00819,2024,Chhattisgarh,Chhattisgarh_District_1,Primary,Rural,Private,132,139,271,10,27.1,6,1,1,1,1,1,0,0,1,0.75,1.053,10.12,7.18,8.65,Low
SCH00820,2022,Andhra Pradesh,Andhra Pradesh_District_1,Secondary,Urban,Government,348,341,689,20,34.45,14,1,1,0,1,0,0,1,0,0.5,0.98,22.82,19.35,21.08,High
SCH00820,2023,Andhra Pradesh,Andhra Pradesh_District_1,Secondary,Urban,Government,423,329,752,18,41.78,15,1,1,1,0,0,0,1,1,0.625,0.778,21.66,36.14,28.9,High
SCH00820,2024,Andhra Pradesh,Andhra Pradesh_District_1,Secondary,Urban,Government,398,419,817,17,48.06,16,1,1,0,1,1,1,0,1,0.75,1.053,11.81,11.32,11.57,Medium
SCH00821,2022,Andhra Pradesh,Andhra Pradesh_District_5,Primary,Urban,Aided,280,296,576,16,36.0,13,1,1,0,1,1,1,0,0,0.625,1.057,5.99,1.63,3.81,Low
SCH00821,2023,Andhra Pradesh,Andhra Pradesh_District_5,Primary,Urban,Aided,318,262,580,18,32.22,11,1,1,1,0,1,0,1,0,0.625,0.824,5.95,15.7,10.83,Medium
SCH00821,2024,Andhra Pradesh,Andhra Pradesh_District_5,Primary,Urban,Aided,273,298,571,14,40.79,16,0,1,0,1,0,0,1,1,0.5,1.092,26.24,29.02,27.63,High
SCH00822,2022,Tripura,Tripura_District_3,Upper Primary,Rural,Private,271,233,504,17,29.65,16,1,1,1,0,1,1,1,0,0.75,0.86,2.16,7.79,4.97,Low
SCH00822,2023,Tripura,Tripura_District_3,Upper Primary,Rural,Private,271,211,482,16,30.12,12,0,1,1,1,1,0,1,0,0.625,0.779,20.69,19.99,20.34,High
SCH00822,2024,Tripura,Tripura_District_3,Upper Primary,Rural,Private,272,255,527,18,29.28,13,0,1,1,0,0,0,0,0,0.25,0.938,23.51,31.75,27.63,High
SCH00823,2022,Telangana,Telangana_District_4,Upper Primary,Rural,Government,311,298,609,20,30.45,17,0,1,1,0,1,0,1,1,0.625,0.958,7.92,14.38,11.15,Medium
SCH00823,2023,Telangana,Telangana_District_4,Upper Primary,Rural,Government,340,325,665,20,33.25,17,1,1,1,1,0,0,1,1,0.75,0.956,11.34,9.79,10.56,Medium
SCH00823,2024,Telangana,Telangana_District_4,Upper Primary,Rural,Government,380,381,761,15,50.73,23,1,0,1,1,1,0,0,0,0.5,1.003,28.0,31.9,29.95,High
SCH00824,2022,West Bengal,West Bengal_District_5,Secondary,Rural,Private,37,37,74,3,24.67,3,0,0,1,0,0,0,1,0,0.25,1.0,26.18,33.69,29.93,High
SCH00824,2023,West Bengal,West Bengal_District_5,Secondary,Rural,Private,34,37,71,3,23.67,3,0,1,0,0,0,0,1,1,0.375,1.088,14.68,24.99,19.84,Medium
SCH00824,2024,West Bengal,West Bengal_District_5,Secondary,Rural,Private,37,31,68,2,34.0,3,0,0,0,0,0,0,1,1,0.25,0.838,18.4,30.48,24.44,High
SCH00825,2022,Himachal Pradesh,Himachal Pradesh_District_4,Secondary,Urban,Aided,282,291,573,16,35.81,13,1,1,1,1,1,1,1,1,1.0,1.032,14.33,10.88,12.6,Medium
SCH00825,2023,Himachal Pradesh,Himachal Pradesh_District_4,Secondary,Urban,Aided,316,286,602,18,33.44,16,1,1,1,0,0,1,1,1,0.75,0.905,5.76,12.09,8.93,Low
SCH00825,2024,Himachal Pradesh,Himachal Pradesh_District_4,Secondary,Urban,Aided,311,300,611,18,33.94,13,1,1,0,1,0,0,0,0,0.375,0.965,24.02,23.79,23.91,High
SCH00826,2022,Meghalaya,Meghalaya_District_1,Primary,Rural,Government,362,363,725,26,27.88,19,1,1,1,0,1,0,1,0,0.625,1.003,3.64,9.62,6.63,Low
SCH00826,2023,Meghalaya,Meghalaya_District_1,Primary,Rural,Government,363,334,697,22,31.68,17,1,0,1,1,1,1,1,1,0.875,0.92,19.46,15.35,17.41,Medium
SCH00826,2024,Meghalaya,Meghalaya_District_1,Primary,Rural,Government,387,393,780,23,33.91,23,0,1,1,1,1,0,0,0,0.5,1.016,11.07,6.9,8.99,Low
SCH00827,2022,Madhya Pradesh,Madhya Pradesh_District_5,Secondary,Rural,Government,130,136,266,10,26.6,6,1,1,1,1,0,0,0,1,0.625,1.046,0.84,0.0,0.42,Low
SCH00827,2023,Madhya Pradesh,Madhya Pradesh_District_5,Secondary,Rural,Government,121,122,243,10,24.3,6,1,1,1,1,1,0,0,0,0.625,1.008,13.64,9.39,11.51,Medium
SCH00827,2024,Madhya Pradesh,Madhya Pradesh_District_5,Secondary,Rural,Government,138,149,287,10,28.7,7,1,1,1,1,0,0,1,1,0.75,1.08,22.72,22.19,22.46,High
SCH00828,2022,Assam,Assam_District_4,Upper Primary,Rural,Government,169,181,350,12,29.17,7,0,1,1,0,0,0,0,1,0.375,1.071,14.42,20.8,17.61,Medium
SCH00828,2023,Assam,Assam_District_4,Upper Primary,Rural,Government,171,194,365,11,33.18,11,1,1,1,1,0,1,0,1,0.75,1.135,16.49,17.27,16.88,Medium
SCH00828,2024,Assam,Assam_District_4,Upper Primary,Rural,Government,168,152,320,11,29.09,7,0,1,1,1,1,1,1,1,0.875,0.905,14.1,10.6,12.35,Medium
SCH00829,2022,Mizoram,Mizoram_District_1,Higher Secondary,Rural,Government,205,188,393,14,28.07,12,1,0,1,1,0,0,0,1,0.5,0.917,28.06,32.9,30.48,High
SCH00829,2023,Mizoram,Mizoram_District_1,Higher Secondary,Rural,Government,229,250,479,14,34.21,12,1,1,1,0,1,0,0,1,0.625,1.092,18.87,26.11,22.49,High
SCH00829,2024,Mizoram,Mizoram_District_1,Higher Secondary,Rural,Government,225,218,443,13,34.08,9,0,0,1,0,0,0,1,1,0.375,0.969,14.39,23.48,18.94,Medium
